label,origin_id,punchline_idx,text_a,text_b
0,1159,8,One and only crest Have more than than just a mattress in the,room
0,1159,8,One backsheesh Get more than than just a mattress in the,room
0,1159,8,One tip Receive more than merely a mattress in the,room
0,1159,8,One tip Feature more than than just a mattress in the,room
0,1160,18,You tail end e'er try using the internet as a seed of selective information also or call your local area funeral homes,for more information
0,1160,18,You tin invariably try using the internet as a source of information also surgery call your local arena funeral homes,for more information
0,1160,18,You can always try using the internet as a source of information besides or promise your local surface area funeral homes,for more information
0,1160,18,You stool always test apply the cyberspace as a source of entropy also or call your local area funeral homes,for more information
0,1160,18,You can always try using the internet as a reference of information also operating theatre bid your local surface area funeral homes,for more information
0,1161,8,To aim the answer you must first demand the question,properly
0,1161,8,To get the answer you mustiness first inquire the question,properly
0,1161,8,To get the answer you moldiness first require the question,properly
0,1161,8,To get the solvent you must first expect the question,properly
0,1161,8,To get the answer you moldiness first need the question,properly
1,1162,7,information technology have been discovered that sales of irons are,decreasing
1,1162,7,it has been discovered that sales of irons be,decreasing
1,1162,7,it have been discovered that sales of irons are,decreasing
1,1162,7,it has represent discovered that sales of irons are,decreasing
1,1162,7,it has been discovered that sales of iron are,decreasing
1,1163,2,i can harley hold,to get my motorbike license
1,1163,2,iodin can harley wait,to get my motorbike license
1,1163,2,i stern harley wait,to get my motorbike license
1,1163,2,i can harley time lag,to get my motorbike license
1,1163,2,i fire harley wait,to get my motorbike license
1,1164,4,what do one plant say to,another what s stomata
1,1164,4,what did one plant pronounce to,another what s stomata
1,1164,4,what did one plant suppose to,another what s stomata
1,1164,4,what did one plant life say to,another what s stomata
1,1164,4,what did unmatched plant say to,another what s stomata
1,1165,0,i invariably,prayed before my trigonometry tests i was hoping for a sine from above
1,1165,0,one always,prayed before my trigonometry tests i was hoping for a sine from above
1,1165,0,single always,prayed before my trigonometry tests i was hoping for a sine from above
1,1165,0,i perpetually,prayed before my trigonometry tests i was hoping for a sine from above
1,1165,0,i constantly,prayed before my trigonometry tests i was hoping for a sine from above
0,1166,9,You have to be really good at make secure advice Then,go to college
0,1166,9,You have to be truly good at giving in force advice Then,go to college
0,1166,9,You have to live actually good at giving good advice Then,go to college
0,1166,9,You have to be really good at giving good advice And then,go to college
0,1166,9,You have to represent really good at give unspoilt advice Then,go to college
0,1167,8,if you require a just booster then be a good,friend
0,1167,8,if you want a good acquaintance and then be a salutary,friend
0,1167,8,if you require a dear friend then be a good,friend
0,1167,8,if you want a good acquaintance then exist a good,friend
0,1167,8,if you want a good booster and so equal a good,friend
1,1168,0,in law,are merger acquisitions
1,1168,0,in pentateuch,are merger acquisitions
1,1168,0,in legal philosophy,are merger acquisitions
1,1168,0,in police force,are merger acquisitions
1,1168,0,in jurisprudence,are merger acquisitions
1,1169,4,when his married woman demanded that he,give up polo he decided to chukker
1,1169,4,when his wife demanded that atomic number 2,give up polo he decided to chukker
1,1169,4,when his wife take that he,give up polo he decided to chukker
1,1169,4,when his wife ask that he,give up polo he decided to chukker
1,1169,4,when his wife demanded that helium,give up polo he decided to chukker
1,1170,6,could modern sub be the wave of the,future
1,1170,6,could modern submarine make up the wave of the,future
1,1170,6,could modern pigboat be the wave of the,future
1,1170,6,could modern submarines exist the wave of the,future
1,1170,6,could modern pigboat be the moving ridge of the,future
1,1171,0,when the,dalmatian ran away he was spotted two blocks from home
0,1172,6,through the nett though it would take alot,of time i guess
0,1172,6,through the net though it would select alot,of time i guess
0,1172,6,through the net though information technology would study alot,of time i guess
0,1172,6,through the last though information technology would take alot,of time i guess
0,1172,6,through the net though it would read alot,of time i guess
1,1173,4,cashiers really know how to rent,charge
1,1173,4,bank clerk really know how to take,charge
1,1173,4,cashiers really bang how to take,charge
1,1173,4,cashiers really know how to engage,charge
1,1173,4,cashier really know how to take,charge
0,1174,0,If the,doctor told me I didn t have to wear it anymore I d throw a party she said
0,1175,1,You lav t,sorry but move on and find the girl of your dreams she is out there and waiting
0,1175,1,You tooshie t,sorry but move on and find the girl of your dreams she is out there and waiting
0,1175,1,You displace t,sorry but move on and find the girl of your dreams she is out there and waiting
0,1175,1,You put up t,sorry but move on and find the girl of your dreams she is out there and waiting
0,1175,1,You tush t,sorry but move on and find the girl of your dreams she is out there and waiting
1,1176,12,you live price be rising when you buy a winter jacket and yet down,is up
1,1176,12,you know price are rising when you grease one's palms a winter jacket crown and even down,is up
1,1176,12,you experience prices are rising when you buy a winter jacket and yet down,is up
1,1176,12,you know prices be spring up when you buy a winter jacket and yet down,is up
1,1176,12,you know prices are stand up when you bribe a winter jacket and even down,is up
0,1177,8,That was the last Atomic number 53 heard from the aircraft helium,said
0,1177,8,That was the last I hear from the aircraft he,said
0,1177,8,That be the final I heard from the aircraft he,said
0,1177,8,That was the terminal Iodin heard from the aircraft he,said
0,1177,8,That live the last I try from the aircraft he,said
1,1178,2,they argue about their,vacation and finally stayed at the last resort
1,1178,2,they argued astir their,vacation and finally stayed at the last resort
1,1178,2,they reason about their,vacation and finally stayed at the last resort
1,1178,2,they fence about their,vacation and finally stayed at the last resort
1,1178,2,they indicate about their,vacation and finally stayed at the last resort
0,1179,1,Information technology s a,personal best it s me against me
1,1180,2,he keep an alarm,clock in the back window of his car he was always ahead of his time
1,1180,2,atomic number 2 kept an alarm,clock in the back window of his car he was always ahead of his time
1,1180,2,he kept an alarm system,clock in the back window of his car he was always ahead of his time
1,1180,2,helium kept an alarm,clock in the back window of his car he was always ahead of his time
1,1180,2,he kept an alert,clock in the back window of his car he was always ahead of his time
0,1181,9,Bear a friend see if she is interested If then ask,away Have fun
0,1181,9,Have a friend see if she embody concerned If so ask,away Have fun
0,1181,9,Take a friend see if she is interested If so ask,away Have fun
0,1181,9,Feature a friend see if she is interested If so ask,away Have fun
0,1181,9,Have a friend see if she make up interested If thus ask,away Have fun
0,1182,0,Scholars verbalize,books butchers talk pigs
0,1182,0,Bookman talk,books butchers talk pigs
0,1182,0,Scholarly person talk,books butchers talk pigs
0,1182,0,Scholar talk,books butchers talk pigs
0,1182,0,Assimilator talk,books butchers talk pigs
1,1183,0,why practice,archers shoot arrows could it be they are trying to get a point across
1,1183,0,wherefore do,archers shoot arrows could it be they are trying to get a point across
1,1183,0,why come,archers shoot arrows could it be they are trying to get a point across
1,1183,0,why answer,archers shoot arrows could it be they are trying to get a point across
1,1183,0,why manage,archers shoot arrows could it be they are trying to get a point across
0,1184,2,They are right that,all Americans should hope the Supreme Court will continue to hold in esteem
0,1184,2,They are right field that,all Americans should hope the Supreme Court will continue to hold in esteem
0,1184,2,They equal rights that,all Americans should hope the Supreme Court will continue to hold in esteem
0,1184,2,They constitute rights that,all Americans should hope the Supreme Court will continue to hold in esteem
1,1185,3,every bit long as the imperial,system is in place a ruler will be afoot
1,1185,3,equally long as the imperial,system is in place a ruler will be afoot
1,1185,3,as long as the imperial beard,system is in place a ruler will be afoot
0,1186,2,Hold you any Spanish,Meaning Have you got any money
0,1186,2,Take you any Spanish,Meaning Have you got any money
0,1186,2,Receive you any Spanish,Meaning Have you got any money
0,1187,7,A bridle for the glossa is a necessary piece,of furniture
0,1187,7,A bridle for the spit is a necessary piece,of furniture
0,1187,7,A bridle for the tongue be a necessary piece,of furniture
0,1187,7,A bridle for the clapper is a necessary bit,of furniture
0,1187,7,A check for the tongue be a necessary piece,of furniture
0,1188,11,If he has anything to tell atomic number 92 I m sure helium ll william tell,us
0,1188,11,If he give birth anything to tell us I m sure he ll tell,us
0,1188,11,If he has anything to distinguish us I m sure enough he ll tell,us
0,1188,11,If he give anything to tell us I m sure enough atomic number 2 ll tell,us
0,1188,11,If he has anything to separate us I m for sure he ll tell,us
0,1189,11,The only affair I wanted to know is if he would be in,jail during that time
0,1189,11,The only affair I wanted to know is if helium would be in,jail during that time
0,1189,11,The only thing I wanted to know be if he would be in,jail during that time
0,1189,11,The only thing I want to know is if he would be in,jail during that time
0,1189,11,The only affair I want to know be if he would be in,jail during that time
0,1190,11,Young mass wear t know what age cost and old people forget what,youth was
0,1190,11,Young hoi polloi wear t know what age is and old people forget what,youth was
0,1190,11,Offspring people don t know what age is and old masses forget what,youth was
0,1190,11,Young multitude don t know what age is and old people forget what,youth was
0,1190,11,Young people put on t know what age is and old people forget what,youth was
1,1191,3,if you get disgusted at,the airport it could be a terminal illness
1,1191,3,if you suffer sick at,the airport it could be a terminal illness
1,1191,3,if you experience sick at,the airport it could be a terminal illness
1,1191,3,if you get wan at,the airport it could be a terminal illness
1,1191,3,if you generate sick at,the airport it could be a terminal illness
0,1192,5,But we just don t return the great unwashed,for that reason
0,1192,5,Just we just don t return citizenry,for that reason
0,1192,5,Simply we simply don t return people,for that reason
0,1192,5,Merely we just don t return people,for that reason
0,1192,5,But we precisely don t retort people,for that reason
0,1193,2,The poor military personnel didn,t really get to do what he wanted to do
0,1193,2,The poor military man didn,t really get to do what he wanted to do
0,1193,2,The pitiful man didn,t really get to do what he wanted to do
0,1193,2,The poor serviceman didn,t really get to do what he wanted to do
0,1193,2,The inadequate man didn,t really get to do what he wanted to do
1,1194,0,unity used,to hate maths but then i realised decimals have a point
1,1194,0,i expend,to hate maths but then i realised decimals have a point
1,1194,0,i habituate,to hate maths but then i realised decimals have a point
1,1194,0,single used,to hate maths but then i realised decimals have a point
1,1194,0,i apply,to hate maths but then i realised decimals have a point
1,1195,10,what did the curate order to the underdressed layman no shoes no,shirt no service
1,1195,10,what did the government minister say to the underdressed layman no shoe no,shirt no service
1,1195,10,what did the minister say to the underdressed layperson no shoes no,shirt no service
1,1195,10,what do the curate say to the underdressed layman no shoes no,shirt no service
1,1195,10,what did the minister enounce to the underdressed layman no shoes no,shirt no service
1,1196,9,jack sell a cow for some beans came home to his,mother and spilled the beans
1,1196,9,mariner sold a moo cow for some beans hail home to his,mother and spilled the beans
1,1196,9,jack sold a cow for some beans came place to his,mother and spilled the beans
1,1196,9,jack sell a cow for some beans amount home to his,mother and spilled the beans
1,1196,9,doodly squat sold a cow for some edible bean came home to his,mother and spilled the beans
1,1197,3,at foremost the paratroops didn,t obey orders but finally they fell in line
1,1197,3,at first of all the paratroops didn,t obey orders but finally they fell in line
1,1197,3,at for the first time the paratroops didn,t obey orders but finally they fell in line
1,1198,6,i agree with you wholeheartedly say the artichoke,grower
1,1198,6,i jibe with you wholeheartedly order the artichoke,grower
1,1198,6,i harmonize with you wholeheartedly said the artichoke,grower
1,1198,6,i fit in with you wholeheartedly said the artichoke,grower
1,1198,6,i jibe with you wholeheartedly said the globe artichoke,grower
0,1199,8,you buns go to finder com you can find reprehensible,records and people in just about any country
0,1199,8,you can go to finder com you nates find criminal,records and people in just about any country
0,1199,8,you derriere conk out to finder com you can find felonious,records and people in just about any country
0,1199,8,you can pass to finder com you give notice find reprehensible,records and people in just about any country
0,1199,8,you can go to finder com you butt find criminal,records and people in just about any country
0,1200,13,Toronto police enjoin a pack be behind the worst mass shooting in the city s,history
0,1200,13,Toronto police say a gang exist behind the bad mass shooting in the city s,history
0,1200,13,Toronto police say a gang represent behind the worst mass shot in the metropolis south,history
0,1200,13,Toronto police force say a ring was behind the worst mass shooting in the metropolis s,history
0,1200,13,Toronto police tell a gang was behind the worst mess shooting in the urban center siemens,history
0,1201,7,Where do you survive for a taste of the,good or bad old days
0,1201,7,Where do you go for a sense of taste of the,good or bad old days
0,1201,7,Where do you go for a gustatory perception of the,good or bad old days
0,1201,7,Where dress you go for a taste of the,good or bad old days
0,1201,7,Where make you go for a taste of the,good or bad old days
1,1202,0,the wax light,making machine broke down when someone threw a spanner in the wax
1,1202,0,the taper,making machine broke down when someone threw a spanner in the wax
1,1202,0,the candela,making machine broke down when someone threw a spanner in the wax
1,1202,0,the standard candle,making machine broke down when someone threw a spanner in the wax
1,1202,0,the cd,making machine broke down when someone threw a spanner in the wax
1,1203,4,some bankers be generous to a,vault
1,1203,4,some bankers represent generous to a,vault
1,1203,4,some banker are generous to a,vault
1,1203,4,some bankers constitute generous to a,vault
1,1203,4,some bankers comprise generous to a,vault
1,1204,4,john the evangelist hancock didn t retire he,just resigned
1,1204,4,john hancock didn t retire atomic number 2,just resigned
1,1204,4,john hancock didn thyroxine retire he,just resigned
1,1204,4,john john hancock didn t retire he,just resigned
1,1204,4,john hancock didn metric ton retire he,just resigned
0,1205,6,He would lose his job if atomic number 2 didn,t sail
0,1205,6,He would lose his line if he didn,t sail
0,1205,6,Helium would lose his job if helium didn,t sail
0,1205,6,He would misplace his job if he didn,t sail
0,1205,6,He would lose his chore if he didn,t sail
1,1206,0,my favourite,turtle died i m not upset just shell shocked
1,1206,0,my deary,turtle died i m not upset just shell shocked
1,1206,0,my dearie,turtle died i m not upset just shell shocked
1,1206,0,my favorite,turtle died i m not upset just shell shocked
1,1206,0,my positron emission tomography,turtle died i m not upset just shell shocked
1,1207,10,when the presidential candidates military campaign in rural area do they take a,straw poll when they campaign in forested areas do they give stump speeches
1,1207,10,when the presidential candidates campaign in rural areas do they need a,straw poll when they campaign in forested areas do they give stump speeches
1,1207,10,when the presidential candidates campaign in rural expanse do they admit a,straw poll when they campaign in forested areas do they give stump speeches
1,1207,10,when the presidential prospect campaign in rural domain do they take a,straw poll when they campaign in forested areas do they give stump speeches
1,1207,10,when the presidential candidates drive in rural areas manage they take a,straw poll when they campaign in forested areas do they give stump speeches
1,1208,4,power drills have been improved snatch,by bit
1,1208,4,magnate drills have been improved bit,by bit
1,1208,4,power drills give been improved bit,by bit
1,1208,4,index drills have been improved bit,by bit
1,1208,4,power mandrillus leucophaeus have been improved bit,by bit
0,1209,5,All these years I had follow hope,to meet one of those men she said
0,1209,5,Totally these years I had be hoping,to meet one of those men she said
0,1209,5,All these years I deliver personify hoping,to meet one of those men she said
0,1209,5,All these years I had equal hop,to meet one of those men she said
0,1209,5,All these years Ane have been hoping,to meet one of those men she said
0,1210,5,They said they had no to a greater extent details,about the killing
0,1210,5,They read they had no more details,about the killing
0,1210,5,They said they possess no more details,about the killing
0,1210,5,They said they had no to a greater extent detail,about the killing
0,1210,5,They say they had no more details,about the killing
1,1211,9,1 just got back from a statistical probability conference it be,average
1,1211,9,i just draw back from a statistical probability conference it personify,average
1,1211,9,i just grow back from a statistical chance league it was,average
1,1211,9,i just got back from a statistical probability group discussion information technology was,average
1,1211,9,i just got rearwards from a statistical probability conference it live,average
0,1212,0,Helium has,never failed to be noticed by his peers however
0,1212,0,He give birth,never failed to be noticed by his peers however
0,1212,0,He birth,never failed to be noticed by his peers however
0,1212,0,He have,never failed to be noticed by his peers however
0,1212,0,Atomic number 2 has,never failed to be noticed by his peers however
0,1213,0,Her common sense,of humor was very much like my own
0,1213,0,Her horse sense,of humor was very much like my own
0,1213,0,Her mother wit,of humor was very much like my own
0,1213,0,Her sentiency,of humor was very much like my own
0,1213,0,Her signified,of humor was very much like my own
0,1214,6,They enjoin him helium was seen at the,scene of the crime but he wasn t
0,1214,6,They told him atomic number 2 was seen at the,scene of the crime but he wasn t
0,1214,6,They differentiate him atomic number 2 was seen at the,scene of the crime but he wasn t
0,1214,6,They told him he be seen at the,scene of the crime but he wasn t
0,1214,6,They told him he was go through at the,scene of the crime but he wasn t
0,1215,9,You toilet use a unclouded coating paint or clear liquid shoe,polish
0,1215,9,You can employ a clear coat paint operating room clear liquid shoe,polish
0,1215,9,You nates use a readable coat paint or clear liquid shoe,polish
0,1215,9,You can habituate a clear coat key or clear liquid shoe,polish
0,1215,9,You can use a exculpated pelage paint or clear liquid shoe,polish
1,1216,0,epitaphs be,engraved
1,1216,0,epitaphs equal,engraved
1,1216,0,epitaphs constitute,engraved
1,1216,0,epitaph are,engraved
1,1216,0,epitaphs live,engraved
0,1217,0,Thither s,no guarding against the privy thief
0,1217,0,There siemens,no guarding against the privy thief
0,1217,0,On that point s,no guarding against the privy thief
0,1217,0,In that location s,no guarding against the privy thief
0,1217,0,There atomic number 16,no guarding against the privy thief
1,1218,1,the white firm,has many power drills
1,1218,1,the white household,has many power drills
1,1218,1,the white sign of the zodiac,has many power drills
1,1218,1,the white mansion,has many power drills
1,1218,1,the white planetary house,has many power drills
1,1219,1,in patronage reaching,higher is good unless it s a bank teller during a stickup
1,1219,1,in line reaching,higher is good unless it s a bank teller during a stickup
1,1219,1,in occupation reaching,higher is good unless it s a bank teller during a stickup
1,1219,1,in line of work reaching,higher is good unless it s a bank teller during a stickup
1,1219,1,in business enterprise reaching,higher is good unless it s a bank teller during a stickup
1,1220,4,those world health organization study tornadoes have twistered,minds
1,1220,4,those who study tornado have twistered,minds
1,1220,4,those who study tornadoes get twistered,minds
1,1220,4,those who study crack cocaine have twistered,minds
1,1220,4,those who study tornadoes deliver twistered,minds
0,1221,8,Never lie with with all your heart it exclusively ends in,breaking
0,1221,8,Never love with all your heart it but ends in,breaking
0,1221,8,Ne'er eff with all your heart it only terminate in,breaking
0,1221,8,Never do it with all your heart it only terminate in,breaking
0,1221,8,Ne'er love with all your heart it only if ends in,breaking
1,1222,5,luggage sales representative have to create a good,case for you to buy
1,1222,5,luggage salespeople have to nominate a in force,case for you to buy
1,1222,5,luggage sales representative have to make a good,case for you to buy
1,1222,5,luggage salesperson have to make a just,case for you to buy
1,1222,5,luggage salespeople have to make a well,case for you to buy
0,1223,1,A firedog in,desperation will leap over a wall
0,1223,1,A heel in,desperation will leap over a wall
0,1223,1,A dog iron in,desperation will leap over a wall
0,1223,1,A click in,desperation will leap over a wall
0,1223,1,A frankfurter in,desperation will leap over a wall
0,1224,3,I don t drinkable like,I used to just two three drinks a day he said recently
0,1224,3,I don t boozing like,I used to just two three drinks a day he said recently
0,1224,3,I don t crapulence like,I used to just two three drinks a day he said recently
0,1224,3,I get into t drink like,I used to just two three drinks a day he said recently
0,1224,3,I don t drink corresponding,I used to just two three drinks a day he said recently
0,1225,3,His fore fundament though you,sever his grip he ll make good
0,1225,3,His prow feet though you,sever his grip he ll make good
0,1225,3,His bow feet though you,sever his grip he ll make good
0,1225,3,His fore base though you,sever his grip he ll make good
0,1225,3,His fore foot though you,sever his grip he ll make good
0,1226,14,Information technology s not perfect information but information technology s the honorable that has been done to date,she said
0,1226,14,It s non perfect information simply it s the best that have be done to date,she said
0,1226,14,Information technology s non perfect information but it s the best that has be done to date,she said
0,1226,14,It s non perfect information but it s the best that has been done to date,she said
0,1226,14,It s not perfect information but it s the best that has equal done to date,she said
1,1227,3,a relief map demonstrate where,the restrooms are
1,1227,3,a embossment map shows where,the restrooms are
1,1227,3,a relief single valued function shows where,the restrooms are
1,1227,3,a relief mathematical function shows where,the restrooms are
1,1227,3,a relief function shows where,the restrooms are
1,1228,3,i once considered become a,monk when i was young but i was cloisterphobic
1,1228,3,i once believe becoming a,monk when i was young but i was cloisterphobic
1,1228,3,atomic number 53 once considered becoming a,monk when i was young but i was cloisterphobic
1,1228,3,i once consider becoming a,monk when i was young but i was cloisterphobic
1,1228,3,i once study becoming a,monk when i was young but i was cloisterphobic
1,1229,3,he be a restaurant critic,but had no taste
1,1229,3,he was a eating house critic,but had no taste
1,1229,3,he personify a restaurant critic,but had no taste
1,1229,3,atomic number 2 was a restaurant critic,but had no taste
1,1229,3,he was a eating place critic,but had no taste
1,1230,2,he learned a modern,tantric at the sun clinic
1,1230,2,helium learned a new,tantric at the sun clinic
1,1230,2,he learned a fresh,tantric at the sun clinic
1,1230,2,he learn a new,tantric at the sun clinic
1,1230,2,he discover a new,tantric at the sun clinic
0,1231,16,First you come all over to my place and slip If you got the right stuff I ll distinguish,you the rest
0,1231,16,First you come over to my place and comic strip If you got the right stuff I ll tell,you the rest
0,1231,16,First you come over to my place and strip If you arrive the right stuff Ace ll say,you the rest
0,1231,16,First you number over to my place and cartoon strip If you got the right stuff I ll tell,you the rest
0,1231,16,First you get over to my plaza and strip If you got the right stuff I ll secern,you the rest
0,1232,4,a self aggrandizing smile then he looks,away or down when you smile back
0,1232,4,a big smile and then he looks,away or down when you smile back
0,1232,4,a prominent smile then he looks,away or down when you smile back
0,1232,4,a big grinning then he looks,away or down when you smile back
0,1232,4,a big smile then helium looks,away or down when you smile back
0,1233,0,The succeeding,year he was named editor in chief a position he held until his death
0,1233,0,The side by side,year he was named editor in chief a position he held until his death
0,1233,0,The adjacent,year he was named editor in chief a position he held until his death
0,1233,0,The following,year he was named editor in chief a position he held until his death
0,1233,0,The future,year he was named editor in chief a position he held until his death
1,1234,4,the word ovine means just similar,ewe
1,1234,4,the word ovine stand for just like,ewe
1,1234,4,the son ovine means just like,ewe
1,1234,4,the word ovine means just corresponding,ewe
1,1234,4,the word ovine intend just like,ewe
0,1235,4,Before we made it I keep,saying I didn t know if this is the one
0,1235,4,Before we make it I kept,saying I didn t know if this is the one
0,1235,4,Before we made it I prevent,saying I didn t know if this is the one
0,1235,4,Before we made it I observe,saying I didn t know if this is the one
0,1235,4,Before we make water it I kept,saying I didn t know if this is the one
1,1236,2,the public violence at macy,s was called a shopping maul
1,1236,2,the orgy at macy,s was called a shopping maul
1,1236,2,the saturnalia at macy,s was called a shopping maul
1,1236,2,the bacchanalia at macy,s was called a shopping maul
1,1237,5,roanoke that s where wooden oar are,made
1,1237,5,roanoke that s where wooden oars be,made
0,1238,5,be your self don metric ton make up some,one your not
0,1238,5,be your self don thyroxin constitute some,one your not
0,1238,5,constitute your self father t be some,one your not
0,1238,5,embody your self don t constitute some,one your not
0,1238,5,be your self father t be some,one your not
0,1239,0,In a,restaurant choose a table near a waiter
0,1240,5,Make sure you forget some fatty tissue for,the other side
0,1240,5,Make sure you leave some fatness for,the other side
0,1240,5,Make sure you go away some fat for,the other side
0,1240,5,Make sure you allow some fat for,the other side
0,1240,5,Make sure you will some fat for,the other side
1,1241,10,if you take the air along a railroad track you may soon feel tally,down
1,1241,10,if you walk along a railroad line track you may shortly feel ladder,down
1,1241,10,if you walk along a railway line track you may soon feel run,down
1,1241,10,if you take the air along a railroad track you may shortly feel rill,down
1,1241,10,if you walk along a railroad trail you may soon feel run,down
0,1242,3,here s the site You,ll have to download it to be able to get to the lobby
0,1242,3,hither s the website You,ll have to download it to be able to get to the lobby
0,1242,3,here s the internet site You,ll have to download it to be able to get to the lobby
0,1243,5,We re extinct to show them the,people do still care
0,1243,5,We re out to record them the,people do still care
0,1243,5,We re come out to prove them the,people do still care
0,1243,5,We re ko'd to evidence them the,people do still care
0,1243,5,We re ko'd to show them the,people do still care
1,1244,6,communism is a complicated matter you mustiness think,about from all sorts of engels
1,1244,6,communism is a complicated thing you must suppose,about from all sorts of engels
1,1244,6,communism is a complicated thing you mustiness think,about from all sorts of engels
1,1244,6,communism is a complicated affair you must think,about from all sorts of engels
1,1244,6,communism cost a complicated matter you must think,about from all sorts of engels
1,1245,20,in guild to prove a profit the floundering bon vivant seafood restaurant was let to falsify its books since thither is no accounting,for taste
1,1245,20,in order to show a net income the floundering bon vivant seafood restaurant embody allowed to cook its books since there be no accounting,for taste
1,1245,20,in order to establish a profit the floundering gourmet seafood restaurant was allowed to cook its books since there equal no accounting,for taste
1,1245,20,in order to show a profit the floundering gastronome seafood eating house be allowed to cook its koran since thither make up no accounting,for taste
1,1245,20,in fiat to show a profit the floundering gourmet seafood restaurant be allowed to cook its books since there is no accounting,for taste
1,1246,3,while in united mexican states the chinese,diplomat got a ticket for going the wong way on the juan way street
1,1246,3,while in mexico the formosan,diplomat got a ticket for going the wong way on the juan way street
1,1247,4,never hire a down in the mouth exorcist they,re not very good at lifting spirits
1,1247,4,never take a depressed exorcist they,re not very good at lifting spirits
1,1247,4,never hire a low exorcist they,re not very good at lifting spirits
1,1247,4,never lease a depressed exorcist they,re not very good at lifting spirits
1,1247,4,never hire a dispirited exorcist they,re not very good at lifting spirits
1,1248,0,journey on,a flying carpet is a rugged experience
1,1248,0,travel on,a flying carpet is a rugged experience
0,1249,0,Successfulness discovers,vices and adversity virtue
1,1250,0,you give notice,only see the stars on a finite
1,1250,0,you fire,only see the stars on a finite
1,1250,0,you bum,only see the stars on a finite
1,1250,0,you bottom,only see the stars on a finite
1,1250,0,you commode,only see the stars on a finite
1,1251,0,the stockholder,of a compass manufacturer were concerned that the company wasn t heading in the right direction
1,1251,0,the shareholder,of a compass manufacturer were concerned that the company wasn t heading in the right direction
1,1251,0,the shareowner,of a compass manufacturer were concerned that the company wasn t heading in the right direction
0,1252,16,Atomic number 53 get into t think I even think about it but if it had happen it would have just,happened
0,1252,16,I put on t think I still thought about it merely if information technology had come about it would have just,happened
0,1252,16,I don t think Iodin even thought about it but if it had hap it would make just,happened
0,1252,16,Single put on t think Atomic number 53 even thought about it but if it had happened it would have just now,happened
0,1252,16,I don t cogitate One even thought astir information technology but if information technology had happened it would have just,happened
1,1253,1,nuts be so,expensive these days nearly cost you an almond a leg
1,1253,1,fruitcake are so,expensive these days nearly cost you an almond a leg
1,1253,1,nut case are so,expensive these days nearly cost you an almond a leg
1,1253,1,nuts are indeed,expensive these days nearly cost you an almond a leg
1,1253,1,nuts are thus,expensive these days nearly cost you an almond a leg
0,1254,12,I have a good laughter reading your question The irony of the pitiable grammar,in your question made my day
0,1254,12,I had a respectable laugh reading your question The satire of the poor grammar,in your question made my day
0,1254,12,1 have a proficient jest reading your question The irony of the poor grammar,in your question made my day
0,1254,12,Ane had a good laughter reading your question The irony of the poor grammar,in your question made my day
0,1254,12,Single take a good laugh reading your doubt The irony of the poor grammar,in your question made my day
1,1255,20,i pricked my finger mischievously while trying to see a needle in my wife s run up box information technology was a crewel go,of events
1,1255,20,atomic number 53 pricked my finger severely while trying to recover a phonograph needle in my wife s sewing box it be a crewel bit,of events
1,1255,20,i prick my finger badly while trying to determine a needle in my wife s sewing box it was a crewel turn,of events
1,1255,20,one pricked my finger badly while adjudicate to come up a needle in my wife s sewing box information technology was a crewel turn,of events
1,1255,20,i prickle my finger naughtily while trying to find a needle in my wife s sew box seat it was a crewel number,of events
1,1256,6,a ship was lost at ocean until they,founder remains
1,1256,6,a ship comprise lost at ocean until they,founder remains
1,1256,6,a ship was lose at ocean until they,founder remains
1,1256,6,a ship cost lost at sea until they,founder remains
1,1256,6,a ship be lose at sea until they,founder remains
1,1257,7,the fbi needs to utilise a number of cleaning,agents
1,1257,7,the fbi need to use a number of cleaning,agents
1,1257,7,the fbi needs to engage a phone number of cleaning,agents
1,1257,7,the fbi demand to employ a number of cleanup,agents
1,1257,7,the fbi require to employ a issue of cleaning,agents
0,1258,10,In the ancient but recently conceive nation history is still real much,alive
0,1258,10,In the ancient but recently conceived nation story is all the same very much,alive
0,1258,10,In the ancient but late believe nation history is nevertheless very much,alive
0,1258,10,In the antediluvian but recently think nation history is notwithstanding very much,alive
0,1258,10,In the antediluvian but recently consider nation chronicle is still very much,alive
1,1259,16,some folks are revolted by have resistance to and find scandalous watt cost charged in our ohms for,the use of electric current
1,1259,16,some folks comprise nauseate by experience resistance to and find shocking w is charged in our ohm for,the use of electric current
1,1259,16,some folks are revolted by have ohmic resistance to and determine shocking watt cost charged in our ohms for,the use of electric current
1,1259,16,some folks be repel by feature resistance to and find shocking james watt is charged in our ohms for,the use of electric current
1,1259,16,some folk are disgust by birth resistance to and find shameful watt is charge in our ohms for,the use of electric current
1,1260,6,for this tree pun unity had to go,out on a limb and branch out to some other sources
1,1260,6,for this tree punning i get to go,out on a limb and branch out to some other sources
1,1260,6,for this tree pun ace get to go,out on a limb and branch out to some other sources
1,1260,6,for this tree wordplay i had to go,out on a limb and branch out to some other sources
1,1260,6,for this tree pun i suffer to go,out on a limb and branch out to some other sources
0,1261,2,Atomic number 2 said he d,like people to think he d gone on a long trip Arthur Little said
0,1261,2,He said atomic number 2 d,like people to think he d gone on a long trip Arthur Little said
0,1261,2,He say he d,like people to think he d gone on a long trip Arthur Little said
0,1261,2,He said helium d,like people to think he d gone on a long trip Arthur Little said
0,1261,2,He allege he d,like people to think he d gone on a long trip Arthur Little said
